respondent_id,field_day,supplier,screener_version,loi_minutes,age_band,gender,region,education,urbanicity,aware,consider,used_12m,b1,b2,b3,b4,b5,b6,b7,b8
R00214,2,Meridian,v1_3month,9.6,18-34,Female,South,Bachelor's or higher,Urban,1,0,0,2,1,4,3,1,5,3,2
R00215,3,Meridian,v2_12month,6.9,55-64,Female,West,Some college,Suburban,1,1,1,2,3,4,5,3,4,5,1
R00216,3,Meridian,v2_12month,9.4,55-64,Female,West,High school or less,Suburban,1,1,1,2,1,5,4,1,5,4,3
R00217,2,Meridian,v1_3month,6.9,65+,Male,South,Bachelor's or higher,Urban,1,1,1,1,2,4,5,2,3,5,1
R00218,3,Meridian,v2_12month,8.3,65+,Female,West,Bachelor's or higher,Suburban,0,0,0,2,2,2,2,2,2,2,2
R00219,1,Meridian,v1_3month,9.2,55-64,Male,Midwest,Some college,Suburban,0,0,0,4,5,1,2,3,4,5,1
R00220,9,Colwyn,v2_12month,9.5,18-34,Male,Midwest,High school or less,Urban,1,1,0,3,4,5,1,2,3,4,5
R00221,2,Meridian,v1_3month,5.7,35-54,Female,Midwest,Some college,Urban,1,0,0,1,5,3,2,2,1,4,3
R00222,8,Colwyn,v2_12month,9.9,18-34,Male,Midwest,High school or less,Suburban,0,0,0,3,4,1,2,2,3,5,1
R00223,7,Colwyn,v2_12month,6.6,18-34,Male,Midwest,Some college,Urban,0,0,0,2,2,2,2,2,2,2,2
R00224,1,Meridian,v1_3month,6.2,65+,Female,Northeast,Bachelor's or higher,Urban,1,1,1,2,3,4,5,3,4,5,1
R00225,5,Colwyn,v2_12month,10.0,18-34,Male,Midwest,High school or less,Rural,0,0,0,3,2,5,4,2,1,4,3
R00226,5,Colwyn,v2_12month,8.6,35-54,Female,Midwest,Bachelor's or higher,Suburban,0,0,0,2,3,5,1,3,4,1,2
R00227,6,Colwyn,v2_12month,5.7,18-34,Male,South,Bachelor's or higher,Urban,1,1,0,1,5,4,3,5,4,3,2
R00228,5,Colwyn,v2_12month,6.8,18-34,Female,Midwest,High school or less,Rural,0,0,0,5,1,2,3,4,5,1,2
R00229,5,Colwyn,v2_12month,6.0,35-54,Male,Northeast,Some college,Suburban,1,1,1,1,5,3,2,2,1,4,3
R00230,5,Colwyn,v2_12month,9.0,18-34,Female,Midwest,Some college,Urban,1,0,0,3,2,1,5,2,1,5,4
R00231,9,Colwyn,v2_12month,5.2,35-54,Female,Northeast,High school or less,Urban,1,1,1,5,1,3,4,1,2,4,5
R00232,5,Colwyn,v2_12month,6.4,18-34,Female,South,High school or less,Rural,0,0,0,5,4,2,1,4,3,1,5
R00233,4,Colwyn,v2_12month,6.1,18-34,Female,Midwest,Bachelor's or higher,Urban,0,0,0,2,3,4,1,3,4,5,1
R00234,8,Colwyn,v2_12month,5.9,65+,Male,Northeast,High school or less,Suburban,1,1,1,4,3,2,1,5,4,3,2
R00235,4,Colwyn,v2_12month,8.6,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,4,5,2,3,3,4,1,2
R00236,4,Colwyn,v2_12month,5.0,35-54,Female,Midwest,High school or less,Rural,0,0,0,4,3,1,5,5,4,2,1
R00237,5,Colwyn,v2_12month,6.1,18-34,Female,South,Bachelor's or higher,Urban,0,0,0,1,2,3,4,5,1,2,3
R00238,1,Meridian,v1_3month,7.1,35-54,Male,South,Bachelor's or higher,Urban,0,0,0,3,2,1,5,2,1,5,4
R00239,6,Colwyn,v2_12month,7.6,18-34,Female,Northeast,High school or less,Suburban,1,1,1,3,4,1,2,4,5,2,3
R00240,2,Meridian,v1_3month,5.8,55-64,Male,Midwest,Bachelor's or higher,Suburban,1,1,1,5,1,3,4,1,2,4,5
R00241,4,Colwyn,v2_12month,6.7,18-34,Female,Midwest,Some college,Urban,0,0,0,4,3,2,1,3,2,1,5
R00242,4,Colwyn,v2_12month,4.9,18-34,Female,West,Some college,Suburban,0,0,0,1,1,1,1,1,1,1,1
R00243,6,Colwyn,v2_12month,5.8,18-34,Female,West,High school or less,Urban,1,1,1,5,4,2,1,4,3,1,5
R00244,5,Colwyn,v2_12month,7.5,18-34,Female,South,Bachelor's or higher,Suburban,1,0,0,1,2,4,5,5,1,3,4
R00245,4,Colwyn,v2_12month,7.0,18-34,Female,South,Bachelor's or higher,Urban,1,1,1,3,2,1,5,4,3,2,1
R00246,9,Colwyn,v2_12month,8.9,18-34,Male,West,Some college,Suburban,0,0,0,5,1,2,3,4,5,1,2
R00247,5,Colwyn,v2_12month,5.5,18-34,Female,Midwest,High school or less,Suburban,0,0,0,4,3,1,5,5,4,2,1
R00248,7,Colwyn,v2_12month,8.1,18-34,Female,Northeast,High school or less,Suburban,1,1,1,2,3,5,1,3,4,1,2
R00249,9,Colwyn,v2_12month,7.6,35-54,Male,South,Bachelor's or higher,Urban,1,0,0,3,2,1,5,2,1,5,4
R00250,4,Colwyn,v2_12month,5.2,18-34,Female,West,High school or less,Urban,1,0,0,1,5,3,2,5,4,2,1
R00251,2,Meridian,v1_3month,2.6,65+,Female,Midwest,Bachelor's or higher,Urban,1,1,1,5,1,2,3,1,2,3,4
R00252,7,Colwyn,v2_12month,6.1,18-34,Male,West,Some college,Urban,0,0,0,4,3,2,1,3,2,1,5
R00253,6,Colwyn,v2_12month,7.4,35-54,Female,South,Bachelor's or higher,Suburban,1,1,1,5,1,3,4,1,2,4,5
R00254,3,Meridian,v2_12month,9.7,35-54,Female,South,High school or less,Urban,1,0,0,4,3,1,5,5,4,2,1
R00255,9,Colwyn,v2_12month,10.0,18-34,Male,Midwest,Bachelor's or higher,Urban,0,0,0,1,2,3,4,5,1,2,3
R00256,5,Colwyn,v2_12month,7.1,18-34,Female,South,Some college,Urban,1,1,1,5,4,3,2,1,4,3,2
R00257,9,Colwyn,v2_12month,8.7,18-34,Female,Midwest,Bachelor's or higher,Suburban,1,0,0,1,2,4,5,5,1,3,4
R00258,9,Colwyn,v2_12month,9.2,35-54,Male,West,High school or less,Urban,1,1,0,5,4,2,1,4,3,1,5
R00259,7,Colwyn,v2_12month,5.9,18-34,Female,Midwest,High school or less,Urban,0,0,0,3,4,5,1,4,5,1,2
R00260,5,Colwyn,v2_12month,9.8,55-64,Male,West,Bachelor's or higher,Suburban,1,1,0,1,2,3,4,2,3,4,5
R00261,6,Colwyn,v2_12month,6.5,18-34,Male,South,Bachelor's or higher,Suburban,0,0,0,3,2,5,4,2,1,4,3
R00262,5,Colwyn,v2_12month,7.9,35-54,Male,West,Some college,Urban,1,0,0,2,3,5,1,3,4,1,2
R00263,1,Meridian,v1_3month,9.8,35-54,Female,South,Some college,Suburban,0,0,0,4,3,2,1,3,2,1,5
R00264,9,Colwyn,v2_12month,8.8,18-34,Female,South,Some college,Urban,0,0,0,3,4,5,1,2,3,4,5
R00265,6,Colwyn,v2_12month,8.2,55-64,Female,Midwest,Bachelor's or higher,Urban,1,0,0,4,3,1,5,5,4,2,1
R00266,4,Colwyn,v2_12month,8.0,18-34,Male,Midwest,Bachelor's or higher,Urban,1,0,0,3,4,1,2,2,3,5,1
R00267,5,Colwyn,v2_12month,7.5,35-54,Female,Midwest,Bachelor's or higher,Urban,1,0,0,1,5,4,3,2,1,5,4
R00268,8,Colwyn,v2_12month,8.9,35-54,Male,South,Some college,Rural,0,0,0,3,4,5,1,4,5,1,2
R00269,7,Colwyn,v2_12month,8.0,18-34,Female,South,High school or less,Suburban,1,0,0,4,3,1,5,3,2,5,4
R00270,6,Colwyn,v2_12month,2.3,18-34,Female,South,Some college,Urban,0,0,0,3,2,1,5,4,3,2,1
R00271,9,Colwyn,v2_12month,5.3,18-34,Male,Northeast,High school or less,Suburban,0,0,0,4,5,2,3,3,4,1,2
R00272,4,Colwyn,v2_12month,6.3,35-54,Male,Midwest,High school or less,Urban,1,1,0,2,1,4,3,3,2,5,4
R00273,1,Meridian,v1_3month,5.0,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,3,4,5,1,2,3,4,5
R00274,8,Colwyn,v2_12month,8.5,35-54,Female,West,High school or less,Suburban,1,0,0,5,4,3,2,4,3,2,1
R00275,6,Colwyn,v2_12month,7.6,35-54,Female,South,High school or less,Suburban,1,0,0,2,3,5,1,3,4,1,2
R00276,1,Meridian,v1_3month,5.3,35-54,Male,South,High school or less,Urban,0,0,0,1,1,1,1,1,1,1,1
R00277,6,Colwyn,v2_12month,7.3,18-34,Male,South,High school or less,Suburban,1,1,1,2,3,4,1,3,4,5,1
R00278,2,Meridian,v1_3month,7.8,35-54,Male,Midwest,Bachelor's or higher,Urban,1,0,0,5,4,3,2,1,5,4,3
R00279,6,Colwyn,v2_12month,6.0,35-54,Female,West,High school or less,Suburban,0,0,0,3,4,1,2,2,3,5,1
R00280,8,Colwyn,v2_12month,8.2,65+,Female,South,Bachelor's or higher,Suburban,1,0,0,1,2,4,5,5,1,3,4
R00281,2,Meridian,v1_3month,5.3,18-34,Male,Midwest,High school or less,Urban,1,0,0,5,4,3,2,1,5,4,3
R00282,6,Colwyn,v2_12month,6.2,35-54,Male,West,Some college,Urban,0,0,0,3,4,5,1,2,3,4,5
R00283,6,Colwyn,v2_12month,5.7,18-34,Female,South,Some college,Suburban,1,0,0,1,5,3,2,2,1,4,3
R00284,2,Meridian,v1_3month,8.8,65+,Female,South,High school or less,Rural,1,1,1,2,3,5,1,3,4,1,2
R00285,4,Colwyn,v2_12month,9.6,65+,Male,South,High school or less,Rural,1,0,0,4,3,2,1,3,2,1,5
R00286,9,Colwyn,v2_12month,9.8,35-54,Male,West,Some college,Urban,1,0,0,1,2,3,4,2,3,4,5
R00287,9,Colwyn,v2_12month,8.9,18-34,Female,West,High school or less,Suburban,1,1,1,3,3,3,3,3,3,3,3
R00288,6,Colwyn,v2_12month,8.9,18-34,Male,South,High school or less,Urban,1,1,1,5,1,3,4,4,5,2,3
R00289,6,Colwyn,v2_12month,8.4,65+,Female,South,Bachelor's or higher,Urban,1,1,1,4,3,2,1,5,4,3,2
R00290,4,Colwyn,v2_12month,8.6,18-34,Male,West,Bachelor's or higher,Suburban,0,0,0,2,1,4,3,3,2,5,4
R00291,2,Meridian,v1_3month,1.7,65+,Female,Midwest,Bachelor's or higher,Rural,1,1,1,4,5,1,2,3,4,5,1
R00292,6,Colwyn,v2_12month,9.3,35-54,Male,Northeast,Bachelor's or higher,Urban,0,0,0,3,2,1,5,4,3,2,1
R00293,7,Colwyn,v2_12month,10.0,55-64,Male,Northeast,High school or less,Urban,1,1,0,4,5,2,3,3,4,1,2
R00294,9,Colwyn,v2_12month,8.2,18-34,Male,Midwest,Some college,Urban,0,0,0,5,4,2,1,4,3,1,5
R00295,7,Colwyn,v2_12month,6.3,18-34,Female,Midwest,Bachelor's or higher,Suburban,0,0,0,2,3,4,5,3,4,5,1
R00296,8,Colwyn,v2_12month,9.0,35-54,Female,Midwest,Bachelor's or higher,Suburban,1,1,0,2,1,5,4,1,5,4,3
R00297,9,Colwyn,v2_12month,9.2,18-34,Female,South,Bachelor's or higher,Urban,0,0,0,4,5,2,3,5,1,3,4
R00298,5,Colwyn,v2_12month,5.6,55-64,Female,South,High school or less,Urban,1,0,0,2,1,4,3,3,2,5,4
R00299,9,Colwyn,v2_12month,8.6,35-54,Female,South,High school or less,Urban,1,1,1,2,3,4,5,1,2,3,4
R00300,9,Colwyn,v2_12month,9.8,18-34,Male,South,High school or less,Urban,1,0,0,4,3,2,1,5,4,3,2
R00301,9,Colwyn,v2_12month,6.8,18-34,Female,South,High school or less,Urban,0,0,0,2,3,4,1,1,2,4,5
R00302,7,Colwyn,v2_12month,8.9,18-34,Male,Midwest,High school or less,Urban,1,1,1,3,2,5,4,4,3,1,5
R00303,5,Colwyn,v2_12month,6.4,18-34,Female,South,Bachelor's or higher,Urban,0,0,0,5,1,2,3,4,5,1,2
R00304,6,Colwyn,v2_12month,7.7,18-34,Female,West,Some college,Urban,1,0,0,4,3,2,1,3,2,1,5
R00305,1,Meridian,v1_3month,5.7,65+,Female,Northeast,Bachelor's or higher,Urban,1,0,0,5,1,3,4,1,2,4,5
R00306,4,Colwyn,v2_12month,9.9,35-54,Female,South,Bachelor's or higher,Suburban,0,0,0,5,4,2,1,4,3,1,5
R00307,1,Meridian,v1_3month,7.8,65+,Male,West,High school or less,Urban,1,1,0,5,1,2,3,1,2,3,4
R00308,8,Colwyn,v2_12month,2.5,35-54,Female,West,Bachelor's or higher,Suburban,1,0,0,3,2,1,5,4,3,2,1
R00309,6,Colwyn,v2_12month,6.9,55-64,Male,South,Bachelor's or higher,Urban,1,0,0,4,5,2,3,3,4,1,2
R00310,5,Colwyn,v2_12month,6.2,35-54,Male,Northeast,Bachelor's or higher,Urban,0,0,0,4,5,1,2,4,5,1,2
R00311,6,Colwyn,v2_12month,7.0,65+,Female,South,High school or less,Rural,1,1,1,5,4,2,1,4,3,1,5
R00312,9,Colwyn,v2_12month,2.2,35-54,Male,South,Some college,Suburban,1,0,0,5,1,3,4,1,2,4,5
R00313,5,Colwyn,v2_12month,9.0,35-54,Female,Northeast,High school or less,Suburban,1,1,1,5,4,3,2,4,3,2,1
R00314,4,Colwyn,v2_12month,5.1,18-34,Female,West,Bachelor's or higher,Suburban,1,1,0,5,1,2,3,4,5,1,2
R00315,3,Meridian,v2_12month,5.6,65+,Female,South,Bachelor's or higher,Suburban,0,0,0,5,4,2,1,1,5,3,2
R00316,8,Colwyn,v2_12month,8.4,18-34,Male,South,Bachelor's or higher,Urban,1,0,0,5,1,3,4,4,5,2,3
R00317,1,Meridian,v1_3month,6.7,18-34,Male,Midwest,Bachelor's or higher,Urban,1,0,0,5,4,3,2,1,5,4,3
R00318,7,Colwyn,v2_12month,6.3,18-34,Female,Midwest,Bachelor's or higher,Urban,1,0,0,5,1,2,3,1,2,3,4
R00319,7,Colwyn,v2_12month,8.3,18-34,Male,Northeast,High school or less,Urban,0,0,0,2,1,4,3,1,5,3,2
R00320,3,Meridian,v2_12month,9.6,55-64,Female,South,Bachelor's or higher,Suburban,1,0,0,4,3,1,5,3,2,5,4
R00321,9,Colwyn,v2_12month,7.7,65+,Male,South,Bachelor's or higher,Rural,1,0,0,1,2,3,4,2,3,4,5
R00322,2,Meridian,v1_3month,5.3,65+,Male,South,High school or less,Rural,1,1,0,1,5,4,3,5,4,3,2
R00323,4,Colwyn,v2_12month,5.4,18-34,Female,West,Bachelor's or higher,Urban,0,0,0,3,4,1,2,4,5,2,3
R00324,6,Colwyn,v2_12month,2.6,18-34,Male,Midwest,High school or less,Rural,0,0,0,1,5,3,2,2,1,4,3
R00325,4,Colwyn,v2_12month,6.3,18-34,Female,South,High school or less,Urban,1,0,0,3,4,5,1,2,3,4,5
R00326,2,Meridian,v1_3month,5.6,65+,Female,South,High school or less,Suburban,1,1,1,2,1,5,4,3,2,1,5
R00327,9,Colwyn,v2_12month,6.2,18-34,Male,Midwest,Some college,Urban,0,0,0,3,4,1,2,2,3,5,1
R00328,3,Meridian,v2_12month,6.5,55-64,Male,South,High school or less,Suburban,1,0,0,1,5,3,2,5,4,2,1
R00329,9,Colwyn,v2_12month,2.3,18-34,Female,Midwest,Some college,Suburban,0,0,0,5,1,2,3,1,2,3,4
R00330,4,Colwyn,v2_12month,5.0,18-34,Male,West,Some college,Urban,0,0,0,1,2,4,5,2,3,5,1
R00331,6,Colwyn,v2_12month,5.8,18-34,Male,South,Some college,Urban,1,0,0,3,2,1,5,3,1,5,4
R00332,4,Colwyn,v2_12month,6.1,18-34,Male,Northeast,Bachelor's or higher,Urban,1,0,0,5,1,2,3,1,2,3,4
R00333,3,Meridian,v2_12month,5.1,55-64,Male,Midwest,Some college,Urban,1,1,0,1,5,3,2,5,4,2,1
R00334,2,Meridian,v1_3month,9.6,18-34,Female,West,Bachelor's or higher,Rural,0,0,0,5,1,3,4,4,5,2,3
R00335,5,Colwyn,v2_12month,6.8,18-34,Female,South,Some college,Suburban,0,0,0,4,3,2,1,5,4,3,2
R00336,8,Colwyn,v2_12month,7.6,18-34,Female,Northeast,Bachelor's or higher,Urban,0,0,0,2,3,4,5,1,2,3,4
R00337,8,Colwyn,v2_12month,7.2,18-34,Male,West,Bachelor's or higher,Rural,1,0,0,5,4,2,1,1,5,3,2
R00338,9,Colwyn,v2_12month,5.1,18-34,Female,Midwest,Bachelor's or higher,Suburban,0,0,0,3,4,1,2,4,5,2,3
R00339,6,Colwyn,v2_12month,6.9,55-64,Male,West,Some college,Urban,1,1,0,5,4,3,2,4,3,2,1
R00340,2,Meridian,v1_3month,9.9,18-34,Male,Midwest,Some college,Rural,0,0,0,4,3,2,1,3,2,1,5
R00341,9,Colwyn,v2_12month,9.1,65+,Female,West,Some college,Suburban,0,0,0,1,1,1,1,1,1,1,1
R00342,4,Colwyn,v2_12month,6.8,35-54,Female,South,Some college,Urban,0,0,0,2,1,4,3,1,5,3,2
R00343,8,Colwyn,v2_12month,8.7,35-54,Male,West,Some college,Rural,0,0,0,2,3,4,5,3,4,5,1
R00344,8,Colwyn,v2_12month,8.6,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,2,1,5,4,3,2,1,5
R00345,3,Meridian,v2_12month,6.7,35-54,Male,South,Some college,Rural,0,0,0,3,4,1,2,2,3,5,1
R00346,6,Colwyn,v2_12month,7.7,55-64,Female,South,Bachelor's or higher,Suburban,1,0,0,1,5,3,2,2,1,4,3
R00347,4,Colwyn,v2_12month,6.5,18-34,Male,South,High school or less,Suburban,1,0,0,2,3,4,5,1,2,3,4
R00348,1,Meridian,v1_3month,6.3,35-54,Female,South,Some college,Suburban,1,0,0,1,5,4,3,5,4,3,2
R00349,5,Colwyn,v2_12month,7.9,65+,Male,Northeast,Some college,Urban,1,0,0,4,5,2,3,5,1,3,4
R00350,6,Colwyn,v2_12month,5.8,65+,Male,West,High school or less,Urban,1,1,1,5,2,3,4,5,1,2,3
R00351,6,Colwyn,v2_12month,6.1,18-34,Male,Northeast,Some college,Rural,1,1,1,4,3,1,5,5,4,2,1
R00352,8,Colwyn,v2_12month,7.5,18-34,Male,Midwest,Bachelor's or higher,Urban,0,0,0,5,1,3,4,4,5,2,3
R00353,1,Meridian,v1_3month,6.8,18-34,Female,Midwest,High school or less,Urban,1,0,0,4,3,2,1,5,4,3,2
R00354,9,Colwyn,v2_12month,8.9,55-64,Male,South,High school or less,Urban,1,1,0,3,4,5,1,4,5,1,2
R00355,2,Meridian,v1_3month,9.1,35-54,Female,South,Bachelor's or higher,Rural,0,0,0,1,5,3,2,5,4,2,1
R00356,3,Meridian,v2_12month,4.9,55-64,Female,Northeast,High school or less,Urban,1,0,0,5,1,3,4,1,2,4,5
R00357,1,Meridian,v1_3month,6.5,65+,Male,West,High school or less,Suburban,0,0,0,3,2,1,5,2,1,5,4
R00358,2,Meridian,v1_3month,6.0,65+,Male,Northeast,Bachelor's or higher,Suburban,0,0,0,3,4,5,1,2,3,4,5
R00359,9,Colwyn,v2_12month,6.5,18-34,Female,West,Some college,Suburban,1,1,1,3,2,5,4,4,3,1,5
R00360,6,Colwyn,v2_12month,7.9,55-64,Female,South,Bachelor's or higher,Rural,1,0,0,3,2,5,4,4,3,1,5
R00361,8,Colwyn,v2_12month,8.7,18-34,Male,South,Some college,Urban,1,0,0,2,3,4,5,1,2,3,4
R00362,6,Colwyn,v2_12month,8.6,35-54,Female,South,Bachelor's or higher,Urban,0,0,0,1,5,4,3,2,1,5,4
R00363,2,Meridian,v1_3month,5.5,55-64,Male,West,Bachelor's or higher,Suburban,1,1,1,4,5,2,3,3,4,1,2
R00364,3,Meridian,v2_12month,5.4,18-34,Female,Northeast,Some college,Suburban,1,1,1,4,3,1,5,3,2,5,4
R00365,9,Colwyn,v2_12month,7.3,18-34,Male,South,Some college,Suburban,0,0,0,2,3,4,5,3,4,5,1
R00366,6,Colwyn,v2_12month,7.5,65+,Male,Midwest,Bachelor's or higher,Suburban,0,0,0,5,4,3,2,4,3,2,1
R00367,9,Colwyn,v2_12month,5.6,18-34,Female,South,High school or less,Rural,1,1,1,3,4,1,2,4,5,2,3
R00368,6,Colwyn,v2_12month,5.9,55-64,Female,South,Some college,Urban,1,1,1,3,2,5,4,4,3,1,5
R00369,4,Colwyn,v2_12month,6.2,35-54,Male,South,High school or less,Urban,0,0,0,5,1,2,3,4,5,1,2
R00370,4,Colwyn,v2_12month,5.5,18-34,Male,West,Some college,Suburban,1,0,0,2,3,5,1,1,2,4,5
R00371,4,Colwyn,v2_12month,9.1,18-34,Male,South,High school or less,Urban,0,0,0,1,5,4,3,2,1,5,4
R00372,4,Colwyn,v2_12month,6.9,18-34,Female,Midwest,High school or less,Urban,0,0,0,2,3,4,5,1,2,3,4
R00373,6,Colwyn,v2_12month,9.6,18-34,Female,South,Bachelor's or higher,Urban,1,1,1,3,2,5,4,4,3,1,5
R00374,9,Colwyn,v2_12month,9.6,35-54,Male,South,Some college,Rural,1,1,1,2,3,5,1,3,4,1,2
R00375,3,Meridian,v2_12month,9.1,65+,Female,West,High school or less,Suburban,0,0,0,2,1,5,4,1,5,4,3
R00376,5,Colwyn,v2_12month,8.0,35-54,Female,West,High school or less,Urban,1,1,0,2,3,4,5,3,4,5,1
R00377,2,Meridian,v1_3month,9.3,35-54,Female,West,Bachelor's or higher,Suburban,1,1,0,1,5,3,2,5,4,2,1
R00378,7,Colwyn,v2_12month,5.4,35-54,Male,West,High school or less,Rural,0,0,0,5,1,3,4,4,5,2,3
R00379,7,Colwyn,v2_12month,8.4,35-54,Male,West,High school or less,Urban,1,1,1,2,1,5,4,3,2,1,5
R00380,9,Colwyn,v2_12month,5.1,18-34,Female,South,Some college,Urban,0,0,0,1,5,4,3,2,1,5,4
R00381,9,Colwyn,v2_12month,5.6,35-54,Female,West,High school or less,Suburban,1,0,0,2,3,5,1,1,2,4,5
R00382,2,Meridian,v1_3month,5.8,35-54,Female,South,Bachelor's or higher,Urban,1,1,0,3,2,5,4,4,3,1,5
R00383,5,Colwyn,v2_12month,9.9,55-64,Male,Midwest,Bachelor's or higher,Urban,0,0,0,2,3,4,5,1,2,3,4
R00384,6,Colwyn,v2_12month,7.4,65+,Male,South,Some college,Urban,1,0,0,3,2,1,5,2,1,5,4
R00385,9,Colwyn,v2_12month,9.0,18-34,Female,Northeast,Bachelor's or higher,Suburban,0,0,0,1,2,4,5,2,3,5,1
R00386,2,Meridian,v1_3month,7.6,65+,Female,Northeast,High school or less,Urban,1,1,0,3,2,5,4,2,1,4,3
R00387,9,Colwyn,v2_12month,7.5,18-34,Female,West,Bachelor's or higher,Urban,0,0,0,5,1,2,3,1,2,3,4
R00388,5,Colwyn,v2_12month,7.2,18-34,Female,Midwest,Bachelor's or higher,Urban,0,0,0,2,1,5,4,3,2,1,5
R00389,9,Colwyn,v2_12month,4.9,18-34,Female,Northeast,High school or less,Suburban,1,1,1,3,4,1,2,2,3,5,1
R00390,2,Meridian,v1_3month,8.3,55-64,Female,South,High school or less,Rural,1,0,0,3,4,5,1,4,5,1,2
R00391,4,Colwyn,v2_12month,8.6,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,3,2,5,4,2,1,4,3
R00392,8,Colwyn,v2_12month,6.1,35-54,Male,West,Bachelor's or higher,Urban,0,0,0,3,4,1,2,4,5,2,3
R00393,7,Colwyn,v2_12month,8.2,18-34,Female,Northeast,Bachelor's or higher,Urban,0,0,0,2,1,5,4,1,5,4,3
R00394,3,Meridian,v2_12month,6.9,18-34,Female,South,High school or less,Urban,1,0,0,3,4,5,1,2,3,4,5
R00395,7,Colwyn,v2_12month,9.4,18-34,Female,Midwest,High school or less,Suburban,0,0,0,2,2,2,2,2,2,2,2
R00396,1,Meridian,v1_3month,5.6,18-34,Female,South,Some college,Suburban,0,0,0,4,5,2,3,3,4,1,2
R00397,7,Colwyn,v2_12month,5.1,18-34,Female,South,Some college,Rural,0,0,0,2,1,5,4,3,2,1,5
R00398,8,Colwyn,v2_12month,8.0,18-34,Female,South,Some college,Suburban,0,0,0,2,3,4,5,2,3,4,5
R00399,4,Colwyn,v2_12month,7.2,35-54,Male,Midwest,High school or less,Suburban,1,0,0,1,5,3,2,5,4,2,1
R00400,9,Colwyn,v2_12month,9.2,18-34,Female,South,Some college,Rural,0,0,0,1,2,3,4,2,3,4,5
R00401,4,Colwyn,v2_12month,5.4,65+,Male,Midwest,Bachelor's or higher,Rural,1,1,1,5,4,2,1,4,3,1,5
R00402,6,Colwyn,v2_12month,5.6,18-34,Male,West,Bachelor's or higher,Urban,0,0,0,5,1,3,4,1,2,4,5
R00403,7,Colwyn,v2_12month,5.1,18-34,Female,South,High school or less,Suburban,0,0,0,1,5,4,3,5,4,3,2
R00404,9,Colwyn,v2_12month,8.2,35-54,Female,South,High school or less,Urban,1,1,0,1,2,3,4,5,1,2,3
R00405,8,Colwyn,v2_12month,7.4,18-34,Female,Northeast,Some college,Suburban,0,0,0,2,1,4,3,3,2,5,4
R00406,8,Colwyn,v2_12month,6.7,65+,Male,Midwest,Some college,Urban,1,0,0,1,2,4,5,5,1,3,4
R00407,6,Colwyn,v2_12month,6.9,35-54,Male,Midwest,Bachelor's or higher,Urban,1,1,1,5,4,3,2,1,5,4,3
R00408,8,Colwyn,v2_12month,9.3,35-54,Male,West,High school or less,Urban,1,0,0,2,3,4,5,3,4,5,1
R00409,4,Colwyn,v2_12month,8.5,35-54,Female,South,Bachelor's or higher,Rural,1,0,0,3,2,5,4,2,1,4,3
R00410,6,Colwyn,v2_12month,9.5,35-54,Male,Northeast,High school or less,Suburban,0,0,0,5,4,3,2,1,5,4,3
R00411,1,Meridian,v1_3month,7.0,18-34,Female,West,Bachelor's or higher,Rural,0,0,0,5,1,3,4,4,5,2,3
R00412,4,Colwyn,v2_12month,8.6,18-34,Male,Midwest,Bachelor's or higher,Suburban,0,0,0,4,3,1,5,5,4,2,1
R00413,2,Meridian,v1_3month,6.2,18-34,Female,Midwest,Bachelor's or higher,Urban,0,0,0,1,2,3,4,5,1,2,3
R00414,5,Colwyn,v2_12month,7.4,18-34,Female,West,High school or less,Urban,1,0,0,3,2,1,5,2,1,5,4
R00415,7,Colwyn,v2_12month,2.7,18-34,Female,South,Bachelor's or higher,Urban,0,0,0,5,1,3,4,1,2,4,5
R00416,5,Colwyn,v2_12month,4.8,35-54,Female,South,Bachelor's or higher,Rural,1,1,1,5,4,2,1,4,3,1,5
R00417,1,Meridian,v1_3month,1.7,55-64,Male,West,Some college,Urban,1,1,1,3,4,5,1,4,5,1,2
R00418,7,Colwyn,v2_12month,4.8,18-34,Female,West,Some college,Suburban,1,1,1,4,3,2,1,5,4,3,2
R00419,5,Colwyn,v2_12month,4.9,35-54,Female,Midwest,High school or less,Rural,0,0,0,3,4,1,2,2,3,5,1
R00420,7,Colwyn,v2_12month,8.1,18-34,Female,South,High school or less,Suburban,0,0,0,2,3,5,1,3,4,1,2
R00421,3,Meridian,v2_12month,7.4,65+,Female,Midwest,High school or less,Suburban,1,0,0,4,3,2,1,3,2,1,5
R00422,6,Colwyn,v2_12month,9.1,18-34,Male,South,Some college,Suburban,0,0,0,2,3,4,5,3,4,5,1
R00423,8,Colwyn,v2_12month,6.5,18-34,Male,West,Bachelor's or higher,Suburban,1,1,1,2,1,4,3,1,5,3,2
R00424,6,Colwyn,v2_12month,6.4,35-54,Male,South,Some college,Urban,1,0,0,3,4,1,2,2,3,5,1
R00425,9,Colwyn,v2_12month,9.8,35-54,Male,South,High school or less,Suburban,0,0,0,2,1,5,4,2,1,5,4
R00426,3,Meridian,v2_12month,7.7,18-34,Female,West,Bachelor's or higher,Suburban,0,0,0,1,2,3,4,5,1,2,3
R00427,8,Colwyn,v2_12month,7.2,18-34,Male,West,Bachelor's or higher,Rural,0,0,0,1,5,3,2,2,1,4,3
